source,target,weight,type
34,73,0.612356,undirected
34,199,0.707051,undirected
34,332,0.814222,undirected
34,382,0.775438,undirected
34,385,0.72176,undirected
34,390,0.570396,undirected
34,837,0.638409,undirected
34,883,0.53024,undirected
34,903,0.73791,undirected
34,925,0.586827,undirected
34,933,0.588734,undirected
34,949,0.547815,undirected
34,1007,0.551095,undirected
34,1106,0.584064,undirected
34,1149,0.5646,undirected
34,1339,0.734676,undirected
34,1707,0.615487,undirected
34,1819,0.505605,undirected
34,1884,0.544036,undirected
34,1885,0.584824,undirected
34,1887,0.572586,undirected
34,1949,0.612789,undirected
34,2060,0.505198,undirected
35,142,0.608562,undirected
35,302,0.58555,undirected
35,373,0.58345,undirected
35,392,0.576594,undirected
35,464,0.703577,undirected
35,570,0.502567,undirected
35,593,0.604865,undirected
35,664,0.541153,undirected
35,711,0.530701,undirected
35,765,0.5714,undirected
35,1034,0.573589,undirected
35,1127,0.575416,undirected
35,1333,0.545648,undirected
35,1550,0.501681,undirected
35,1716,0.534864,undirected
35,1732,0.678678,undirected
35,1876,0.608233,undirected
35,1925,0.668506,undirected
35,1965,0.534768,undirected
35,1978,0.718351,undirected
35,1979,0.713683,undirected
35,2076,0.660951,undirected
36,43,0.693787,undirected
36,91,0.595542,undirected
36,139,0.67911,undirected
36,277,0.572656,undirected
36,432,0.936355,undirected
36,433,0.931647,undirected
36,434,0.743122,undirected
36,447,0.575782,undirected
36,476,0.692246,undirected
36,503,0.850688,undirected
36,518,0.716122,undirected
36,575,0.599374,undirected
36,648,0.602254,undirected
36,650,0.805492,undirected
36,651,0.626619,undirected
36,652,0.769941,undirected
36,653,0.699664,undirected
36,654,0.700242,undirected
36,656,0.942469,undirected
36,657,0.90611,undirected
36,658,0.949861,undirected
36,751,0.570439,undirected
36,782,0.729759,undirected
36,789,0.673499,undirected
36,799,0.796461,undirected
36,827,0.632844,undirected
36,945,0.62759,undirected
36,963,0.535656,undirected
36,978,0.542126,undirected
36,979,0.834711,undirected
36,1010,0.557948,undirected
36,1013,0.87799,undirected
36,1019,0.567834,undirected
36,1026,0.726423,undirected
36,1044,0.841977,undirected
36,1104,0.785845,undirected
36,1134,0.891204,undirected
36,1146,0.693062,undirected
36,1161,0.840683,undirected
36,1832,0.555905,undirected
36,1914,0.786333,undirected
36,1952,0.657189,undirected
36,2072,0.640769,undirected
37,235,0.527946,undirected
37,242,0.704514,undirected
37,256,0.504013,undirected
37,397,0.501069,undirected
37,668,0.543919,undirected
37,695,0.616126,undirected
37,752,0.794963,undirected
